ts_event,open,high,low,close,volume
2022-03-24 22:00:00+00:00,173.8,173.89,173.51,173.51,7423
2022-03-24 23:00:00+00:00,173.4,173.84,173.37,173.84,8909
2022-03-25 08:00:00+00:00,173.8,173.88,172.71,173.3,60857
2022-03-25 09:00:00+00:00,173.35,173.82,173.26,173.79,22269
2022-03-25 10:00:00+00:00,173.82,174.31,173.76,174.19,17999
2022-03-25 11:00:00+00:00,174.12,174.76,174.09,174.62,45725
2022-03-25 12:00:00+00:00,174.62,174.65,173.92,174.07,38704
2022-03-25 13:00:00+00:00,174.07,174.65,173.03,173.79,2372534
2022-03-25 14:00:00+00:00,173.78,175.28,173.55,174.57,2147224
2022-03-25 15:00:00+00:00,174.57,174.65,172.75,173.11,1657423
2022-03-25 16:00:00+00:00,173.09,173.74,172.85,173.27,1011168
2022-03-25 17:00:00+00:00,173.28,174.32,172.92,174.29,954291
2022-03-25 18:00:00+00:00,174.29,174.76,174.18,174.715,847564
2022-03-25 19:00:00+00:00,174.72,174.795,173.33,174.73,2612559
2022-03-25 20:00:00+00:00,174.73,174.77,174.51,174.53,4694549
2022-03-25 21:00:00+00:00,174.54,174.69,174.52,174.69,6984
2022-03-25 22:00:00+00:00,174.69,174.93,174.69,174.93,5749
2022-03-25 23:00:00+00:00,174.91,175.0,174.8,174.9,9793
2022-03-28 08:00:00+00:00,172.86,172.89,171.39,172.1,104630
